overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,False,"03 21, 2006",AH80W08XU5AUB,B0009XEC02,Scott Allinson,"I had never played any of the advanced wars series and picked this up not knowing what to expect. I was very suprised how addicting this game is. Lots of game modes to keep you busy and the difficult level is just about right to keep you coming back for more. This game is perfect with the touch screen on the DS.

Perfect for a long trip!",Addicted!,1142899200,4,,
5.0,True,"02 7, 2017",A3BGLGTD448CUR,B013H0ISW6,Michael Behan,This one is cool! The setting is in the old south where things are quite racial still and it shows in this as you play through as a ex military black man in a seedy white mans world of extortion and murder.,This one is cool! The setting is in the old south where ...,1486425600,,{'Format:': ' Video Game'},
5.0,False,"01 21, 2014",AH7N9D7MWPG9X,B003Q53VZC,Carlos Pantoja,Excellent,Excellent,1390262400,2,{'Platform:': ' Xbox 360'},
5.0,False,"10 30, 2009",A5HGTMO15SM76,B000VJRU44,B. Deans,"I would like to say that this is by far one of the best investments i have made.  The wii has been able to involve workouts in a fun and comprehensive way that has made it much cheaper, fun and enticing than going to a gym.  If you were a little overweight and ashamed of going to the gym, or had a lack of time/ money to make it to the gym this is for you.

Controls

Wii balance board and remote.  The balance board is the best device i have ever seen constructed.  It works on carpets and on hardwood floors.  The board weighs you every day and is able to determine how much preasure you are placing from one foot to the other or how your balance is distributed.  While doing the exercises it shows you where your ideal balance should be placed and helps you align your body properly to get the most of your workout.  The wii remote is used for some tasks like running or jogging.  While in your pocket or in your hand it can determine how fast you are moving just by it being on you. 5/5

Graphics

The graphics are typical wii 3d graphics.  Nothing above the ordinary but what you should be expecting.  If you go for a jog and take an island lap you see a very pretty island with the water along your side.  Its enough scenery to keep you running because you want to see it all.  The side games like balance and skiing look pretty good. 4/5

Gameplay

You get Aerobics, Strength, yoga, fitness, and minigames all in one.  Personally they are all fun to do.  Aerobics and strength are my favorites.  If you want a break you can cool off with some yoga and or minigames to work on your balance.
-Aerobics you can do jogs walk up and down on the balance board and do some boxing along with other things.
-Strength you can do crunches, pushups, twists and so on.  These are the workouts people dread but they are executed flawlessly and actually add fun to the game.  As you start out you might have a task to do 10 crunches.  As you do this and complete this task a few times then a new version of 20 crunches will appear. And it will go up further and further untill you get to a challenge mode which lets you go 1 on 1 with your trainer to see who can do more of the task before quitting.  This is the real challenger right here.
-Yoga you get simlar yoga poses like the half crescent, or the tree.  You are required to keep your balance while preforming these poses and giving deep inhales and exhales.  The board measures even the slightest movement in your balance and encourages you to do better and better every time.  This is more relaxing and can be used pretty well inbetween things like running and crunches to give your body some cool off time.
-Games are there to help you learn how to balance and align your body properly for other various activites in wii fit.  Some tasks might require you to balance on the board to move marbles around.  Or even move a character around an obstacle maze with the balance on the board.  The games add some fun and excitement to the game and are a nice breakaway from working out.

5/5 for gameplay.

All and all the wii fit is a recommendation for everyone.  Adults and kids alike will have fun enjoy themselves and keep in shape.  You are given a personal trainer that guides you through your workouts.  At the beginning you get a body test that measures your weight and determines what your body mass is.  Then you are allowed to determine what you want to accomplish with your weight, within a certain time line.  You can set goals for yourself that include loosing poundage, gaining pounds or staying in the same weight class.  You can then check in on your goals every day and see how your overall weight control has been going on a daily basis.  On a side note there is a clock that measures how much time you have invested each day.  When the clock hits 30 minutes you have reached your daily goal and it will tell you.  On a side note the game is designed to warn you when you have worked out for an hour time.  Once you hit the 1 hour mark it gives you a notice that asks you to take a 10-15 minute break and drink some water.  This is a great tool and encourages people to not overdo it.",Wii = Fun,1256860800,,,
5.0,True,"09 11, 2008",A2TBAUW2W7J538,B00004NHFD,Psychic Cypher,"I'm not sure why they won't do an update of this game...it's one of the most fun, most addicting games ever. Basically Civilization in space, although it's even more fun than Civilization, in my opinion. Very hard to find the Planetary Pack now, but if you can get it, it's well worth the rarity price. Just can't go wrong...",One of the best games ever,1221091200,,,
5.0,True,"10 6, 2014",ALBDXO1W6VQNX,B0050SYILE,Zachary R.,Works great,Thank you,1412553600,,{'Format:': ' Video Game'},
5.0,True,"03 7, 2015",AQBNUQA297X1R,B00008H2IW,SirStacy,Thanks,Thanks,1425686400,,{'Platform:': ' PlayStation2'},
5.0,True,"03 2, 2016",AO1TGCWOZ4QCV,B0007SL1ZI,Paul de Rijke,This game is fun to play and very exciting and challenging.,Five Stars,1456876800,,,
5.0,True,"05 3, 2010",A2WEOAPG0SMNIU,B000VSFSXA,Chad House,"Spent time playing this game with my 10 year old son, was very good game. We both loved it.",Awesome game.,1272844800,,,
5.0,True,"01 19, 2017",A2BDUVU6JHHP9,B006W41W3M,MaximumLurch,Awesome sound!  Love that they're wireless.,Awesome sound! Love that they're wireless,1484784000,,{'Edition:': ' Surround Sound'},
5.0,True,"09 7, 2012",A30RTL1TBN0VZP,B005EJ2F6E,HammerHandle,"I fell in love with this game during OB, and have been playing ever since, the game has its issues, and it has a very small dev team but, just play it to like R20 and you will be hooked. Be careful this game is very punishing to new players, you get opp'd against people of all threat levels (Trainee, green, bronze, silver, and gold) The devs have stated in the past they do this to determine how good a player you are.

The tutorial Introducing you too this game is nearly non-existant and near worthless, alot of people think this game is FILLED with hackers, being as that is what helped nail the coffin shut for RTW, and they do exist in the game but being outplayed is more common than hackers are, and being outplayed leads to ""hackusations"" by alot of the playerbase. In my 600+hrs of gameplay i have seen a total of 5 hackers, and they were so obvious that shortly after i opp'd them they dissappeared from the server never to return lol.

Please give the game a fair shake before runnin away in rage, this is not your average TPS, elite call of duty players walk into APB ready to destroy, and get spanked like a noob, don't expect to come here and pwn everyone, come in and expect to have fun and you will, don't have a win all mindset and you will have alot of fun.

The ability to make your player unique is what makes this game alot of fun too, you aren't some player standing next to 3 other mirrors of you, like other games. The range of distinction is awesome, and some stay around just for that and making tons of APB$ selling there awesome outfits.

Dont let others tell you that Pay2win exists in this game because it doesnt, the stock star 556 you get when you start, is used by a ton of the top players still, the star and great tactics, can own any other gun paid or not in the game.

In short just remember this game will punish you for being new unlike any other game, but the game is constantly evolving and getting better with every new content release. (currently on build 1.9 new breed part 2 as of 9/7/12)",Addicted!,1346976000,,,
5.0,False,"07 17, 2016",A1E5N5SGKX6LTO,B000KJF7YA,Foxman87,"This is the only hockey game I've ever played and I love it. Don't know which part I like better, the fights or the gameplay. Another classic in the NES sports library.",Another classic,1468713600,,,
5.0,True,"12 12, 2016",A2U8L4HI2JCD04,B000BTICMS,NerdyNickNacks,"The TV i was using to play my 360 games finally gave out. I didn't have the cash for a new TV,  but I did have a decent computer monitor I wasn't using anymore. These cables do the Job. The picture is good and it plays games and Netflix just fine.

Because of the speakers I was using I had to buy an RCA to 3.5mm adapter, but that wasn't a big deal.",I will only EVER buy Monster Cables.,1481500800,,,
5.0,True,"02 2, 2016",A2RNTFVB2MWGNE,B000JLIXIG,Chris,"I've played countless hours of online multiplayer with this game. It is truly one of my most played games (up there with COD4). I like that it is futuristic and has cool weapons. It is also very fast paced, which keeps it exciting. Unlike COD (or real life), you get into little battles. It is not one shot and done, you have a chance to battle it out each time you come across a player.

Everyone that enjoys shooters has to play this one for sure. This a great game that is very entertaining.",Amazing,1454371200,,{'Format:': ' Video Game'},
5.0,True,"07 7, 2016",A3LSVZWM0FETDB,B0026EV5MA,Shanna Walker,Thank you.,Excellent,1467849600,,,
5.0,True,"10 7, 2017",A2WN67E117ITMH,B0118GJKIW,Brandon,Arrived exactly as described and has worked perfectly for years.,Great product,1507334400,,,
5.0,False,"05 25, 2008",A1LAULBD2E1LC7,B0015YKCRG,Vanessa Menor,"In one day of use my Wii fit was starting to get dirty (and covered in cat hair)! This is a great investment for anyone who is planning on wearing shoes while using it or has pets. It's definitely going to extend the life of my board.

As for the other review: I agree it throws off the weight and BMI calculations. I take it off for these tests and then put it back on for regular use. It's not a tight fit (unlike an iPod skin) so putting it on and taking it off are easy.",110% necessary to keep your board clean,1211673600,19,,
5.0,True,"06 27, 2016",A10KHX41ONY4U1,B00YZ3UMZQ,C E Matthews,Exactly as expected. My son likes Disney Infinity for the Star Wars pack and these discs add more details.,Nice expansion for DI Star Wars,1466985600,,{'Edition:': ' Star Wars Twilight of the Republic: Power Disc Pack'},
5.0,True,"07 8, 2018",A2LJFBPNTI0WFR,B0108YZCYQ,PAPA DON,great color.  sounds. tidbits on the console. glad I was able to get a new one AGAIN.  I just had to have an x and got stupid and had gamestopped mine.  atleast im 60 and running out of stupid moments.  just  couldn't  keep me from thinking about this ford gt console and the bad choice I made.,thank God I found a new one,1531008000,,,
5.0,True,"04 16, 2015",AQRVTKM0PHA73,B00KVSQ848,James Albright,"One of the best open world games ever built, its more like a life simulator. This is one of the few games that would ever make me buy it more than once at full retail since i had it for the xbox 360 already. It was so nice i got to transfer my online profile.","Such a great game, one of the best ever made.",1429142400,,{'Format:': ' Video Game'},
5.0,True,"12 13, 2014",A4VIUDRR2T8ZD,B0050SYYTK,Sandra K. Overton,"The kids love it,  It arrived very fast and was as described.","The kids love it, It arrived very fast and was as ...",1418428800,,,
5.0,True,"01 2, 2015",A1MJ46NCYGJYU7,B00BCEK2LU,Sean L,Excellent keyboard.,Five Stars,1420156800,,,
5.0,True,"07 1, 2014",A3RN5EWVWGPJHY,B000ZK6950,Jaime,Awesome game,Five Stars,1404172800,,{'Format:': ' Video Game'},
5.0,True,"05 6, 2016",A2RDWSAKETAKG6,B01GP9BDJG,Jesse Eron Shinn,"I went through a couple of high bass headphones before I found these.  I was looking for something to use with ""Battlefield 4"" when I was broadcasting to my Twitch. TV Channel.  These were the first pair I could clearly hear shell casings from the ""AWS"" LMG hitting the ground just as cleanly as the rounds leaving the barrel.  Most of the headsets had great bass, but weak or muffled treble.  These were the first pair that let me hear every without loosing any detail or treble.  I can hear the every shell casing hit the ground even as I lay down suppresing fire on the RPGs flying past my head in the tower on ""Op Locker"" in BF4!!!  ^o^

 I now use them exclusively when I'm broadcasting.  I can keep them on for a 4 hour broadcast and they're still comfortable!!!  @_@

What's more now that the ""Simple Background Music"" App is out for my XBOX ONE I've had a chance to hear my Twitch. TV playlist through my BF4 matches.  With the audio balanced just right the sound is crystal clear and every round still makes it through cleanly even in the middle of my playlist!!!  ^_^",Comfortable with well ballanced sound!!!  ^_^,1462492800,9,"{'Size:': ' Arcmage White', 'Color:': ' white black'}",
5.0,True,"01 2, 2014",A3CAIZ5D023DAO,B000SOYG8U,The eBook Investigator,"My son really likes this a lot. He plays it everyday and it is one of his favorites.

He highly recommends this to Star Wars enthusiasts.",Just What the Son Wanted,1388620800,,,
5.0,False,"03 24, 2007",A1KKA1DPSXEH8C,B00007B77H,D. McBrearty,"I loved these games when they came out back in the day.  So I for one am glad I could find a copy and get it.  Good stuff, peace.",Great game collection for Old-Schoolers,1174694400,,,
5.0,True,"01 24, 2012",A2QOJBC093UKQ,B004WL4LWQ,Kassie,"My grand son, loves hockey and breathes it, I would higly recommend this for hockey lovers i give it a 5*****AAAAA",NHL 12,1327363200,,{'Platform:': ' Xbox 360'},
5.0,True,"06 9, 2014",A3SVK0R7VZVZF0,B00EN1IF7C,Marvin Bain,Fun game to play and especially with my grandson. I would recommend this to anyone. You can adjust settings to be a rookie to a professional!,Good game!,1402272000,2,,
5.0,True,"03 27, 2014",A3RG0YMQKZM4QG,B00171NYHM,h.eff.,Hard to start game but I like it nonetheless. I love the concept of it and the many different character party combinations you can create.,Different Game,1395878400,,{'Format:': ' Video Game'},
5.0,True,"09 4, 2015",A3FDGEQR295GBM,B000FPOJOS,Boomer,Item was as advertised and received in excellent condition. I am very happy with it and would recommend it to others.,Item was as advertised and received in excellent condition. I am very happy with it and ...,1441324800,,,
5.0,True,"05 6, 2012",ABYOW92SCAN5,B000LSJKAM,Ben from Wisconsin,"I love this game! It is really fun to play, has great playing boards, and has awesome minigames. I got this instead of Mario Party 9 because in MP9 everyone travels in one car, but in this, you each travel individually. I love the candy that can make you able to do things, and I really like the board called Koopa's Tycoon Town. This game if great for 1, 2, 3, or 4 players, and great for family play. If you are looking into getting a Mario Party, I would recomend this one!",Great Game!,1336262400,,{'Format:': ' Video Game'},
5.0,True,"03 24, 2014",A2W1J3U322NDVU,B005Z2DRXU,Gloria C,My 11 year old son technically bought these.  He loves them!!!  He wants them for his other 2 controllers as well!,Son loves these,1395619200,,,
5.0,False,"11 23, 2001",AINWD4W4NMO4Q,B00005O0I2,Brian Forrester,"This game is nuts, absolutely nuts!  I love it!  I wasn't the biggest fan of the earilier titles in this series, but this is something else, let me tell ya!  The 3 city sections are absolutely huge!  You'll get to the point where you know the streets as well as those of your own hometown.  Plenty to do, plenty.  The only complaint I have is that you cannot enter any of the buildings. They could have created a few generic convienence store interiors or something.  It'd be great to be able to hold up a 7-11 or a liquor store or something.  Other than that, hours upon hours of fun.  Get out there and buy this now, assuming you're of age that is.",DYNO-MYTE!,1006473600,,{'Format:': ' Video Game'},
5.0,True,"01 31, 2015",A1LW3L4KZBE20,B00N8PC142,M. Fischer,Great service and product met all expectations.,Five Stars,1422662400,,"{'Color:': ' Marth', 'Edition:': ' Europe/Australia'}",
5.0,True,"05 13, 2016",A3NR2MKHVITQX1,B00ZJBSBD8,Zackariah,"This game reminded of the dreamcast racing game era, it was so great. The dreamcast had so many racing games like Daytona USA and much more!","""The 90's are back""",1463097600,,{'Platform:': ' PlayStation 4'},
5.0,False,"09 18, 2011",AYB4AGBPP981E,B004PAGJOC,Yeager,"I wanted to update on everyone's reviews which might be considered outdated now that a patch is out.  Yes, there were parts of the game that were unstable and crashed in coop.  The patch has since fixed this instability with only one occurrence personally of a crash since which involved all four players saving while 3 huge explosions simultaneously caused chaos.  I am upset that people who had discovered all locations for the glitched achievement ""There and Back Again"" before the patch are now not able to get this, but the game is still a ton of fun for a night with friends.  This is the first time that a game was able to give the same satisfaction with local coop as Halo 1 days.

I won't already add on what has already been explained such as this being Borderlands with a Left for Dead twist.  Again, I only added this segment to have potential buyers re-evaluate their decision now that earlier issues are resolved now that a patch is out.  You won't be disappointed when it comes to the coop experience (with friends).  Thank you.",AFTER the patch/update,1316304000,,{'Format:': ' Video Game'},
5.0,True,"01 17, 2016",A4QUBLEOZBEZS,B00MV7KVP4,Kathy P.,Choose your fait and see who lives and who dies.,Until dawn.,1452988800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"04 3, 2015",A2I7GFSJQ34ATV,B002AB7TX8,Jacob,"Masochists only. Easier than Dark Souls, harder than every other game in the world. Great predecessor to the series I love.",Great predecessor to the series I love,1428019200,,{'Format:': ' Software Download'},
5.0,False,"07 1, 2006",A2PZRYV6WAEOYT,B000A0EFJW,Ryan J,"Tom Clancy's Ghost Recon Advanced Warfighter is the third game in the Ghost Recon series. Each of the games has improved over the original, and this one is no different. With new gameplay mechanics like the Cross-Com, a much improved cover system, and breathtaking graphics, Advanced Warfighter is a worthy sequel and a true next generation game.

The story takes place in modern day Mexico City. In the game you play as a man by the name of Scott Mitchell who is the captain of an elite light infantry unit called the Ghosts. You are there to provide security during a meeting between the leaders of the United States, Canada, and Mexico. It is during this time that some Mexican insurgents decide to attack the meeting in an attempt to come to power. They kill the Canadian prime minister and the US and Mexican presidents disappear. Your job, among other things, is to locate and rescue the US and Mexican presidents.

You won't be fighting alone for most of the campaign. You will have three teammates which you can order around for the majority of the missions. You can order them to attack, fall back to you, and move into certain positions. While the way you command them is not exactly deep or provides a lot of control, you can still be pretty effective with your squad. Your Cross-Com allows you to see what one of your teammates sees, allowing you to get multiple perspectives of the battlefield. Unfortunately, the squad AI can give you a bit of a headache sometimes. While they are usually pretty good at shooting enemies, it's not too uncommon to find your teammates exposing themselves too much instead of properly using cover. For the most part they do try to use cover whenever possible though.

Besides your three teammates, some missions give you other assets to control. One of which is a UAV which you can order around the level. The UAV can detect enemy troops and mark them on your HUD. Since you can die pretty fast in this game, knowing where the enemies are and planning your next move is essential, and having a working UAV helps greatly. Occasionally you will also have a tank or helicopter gunship. The tank can not only be used to attack enemies but it can also be used as cover while it moves. The helicopter is also pretty good and moving and striking targets on the ground quickly. During a few sequences in the game, you will actually get to fly around in the helicopter and use the machine gun on the side to take out huge groups of enemies. While these sequences are not too challenging, they are a lot of fun.

Because a single good shot can kill you in Advanced Warfighter, the game has a slower pace and more tactical feel then other action games. That is not to say that the game is dull; it is filled with fierce fire fights and big explosions, but it does require more thinking then some other games. You always want to lean around corners before going walking out in the open, and always fight from behind cover. Since the levels are pretty large (many city blocks for each level), there are usually multiple ways to get to each objective. Most of the time just taking a different route will end up in a totally different experience. Enemies roam the map, also making sure the game never plays exactly the same way twice.

The amazing graphics are probably the first thing you will notice when you load up this game. The amount of detail in objects and the size of the city are staggering. During the game's many helicopter rides, the city buildings and streets stretch out for mines in every direction. Sometimes you can see areas filled with fire or smoke from all of the fighting that has been going on. These sequences do a great job of making you feel that you are in a real city fighting in a real conflict. Mexico City just looks absolutely beautiful. Advanced Warfighter is easily the best looking game on the Xbox 360 console. The HDR lighting is used to great effect in all of the games missions, which range from early morning, afternoon, and dusk. During some of the afternoon missions, the sunlight can get so bright that it actually makes it hard to see. The character models are some of the best that I have seen. They are all extremely detailed and look very realistic. They also animate in a very believable way. The only negative thing you can say about the graphics is that things will sometimes ""pop"" into view when leaning around the corners. This does not happen often, but can take you out of the game for a moment when it does happen.

The audio in the game is also great. All of the guns sound different and extremely clear. Explosions and tank and rocket fire sound great as well. The game also muffles the sound when explosions go off around you. The music in the game is also pretty good and comes in at the right moments. The voice acting, while not amazing, is convincing.

While the single player game is great, the multiplayer is what's going to keep people playing. The game features three ways to play multiplayer: local play, system link, and over Xbox live. There is a large selection of game types to choose from. First, there are the excellent co-op missions which are a blast to play with your friends. Then there are the more standard game types you are used to like capture the flag and deathmatch. Besides those default settings, the game allows you to customize your game to play the way you want to. The multiplayer experience is extremely addictive and plays very well. I definitely expect people to be hooked on this game for a very long time.

Overall, Ghost Recon Advanced Warfighter is a great game. Offering an intense single player campaign and multiplayer matches which will remain fun for hours at time, Advanced Warfighter is a great complete package and sets the bar pretty high for the inevitable sequel.",All it's cracked up to be,1151712000,5,{'Platform:': ' Xbox 360'},
5.0,False,"06 28, 2014",AOZGMNN02973L,B00BY0G0YU,Ricardo,I'm still new to the Final Fantasy genre the whole idea of standing still while getting hit didn't appeal to me when I was young. FFX-X2 is an excellent and stunning game. If your just getting into RPGs or looking for something new to try why not start with this amazing HD version.,What more can be said,1403913600,,{'Format:': ' Video Game'},
5.0,True,"08 21, 2016",AH9AV9JG88U17,B0144K8KQW,Kay,I was hesitant to downsize but really like the smaller size for portability. The interchangeable plates are a great feature. I enjoy ACNL and ACHHD is kinda fun too. Nice relaxing games.,Like more than I thought I would.,1471737600,,,
5.0,True,"08 19, 2012",A2P53J3PA5TH2O,B0050SVEH0,Folina Dubernol,"I don't play Wii, but when my son was shopping with his birthday money, we saw Skylanders, and I said, ""I think you need that!"" I thought it was so cool (still do). The Starter Pack gives you 1 Magic, 1 Water, and 1 Tech. Naturally you ""need"" at least ONE guy from each Element. You can certainly buy characters individually, but it's cheaper to buy the Packs. If you choose two 3-packs carefully, you get 1 guy from each element, plus an extra Magic guy.

If you get THIS (reviewing) 3-pack (Wrecking/Stealth/Sonic) PLUS&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Skylanders-Spyro-s-Adventure-Triple-Character-Pack-Eruptor-Chop-Chop-Bash/dp/B0056G1UW0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Skylanders Spyro's Adventure Triple Character Pack (Eruptor, Chop Chop, Bash)</a>, you cover all the Elements for cheaper than buying them separately. After that, you can add in other characters as your kid likes, but this allows them to unlock all the areas.

I bought the two 3-packs, but opened the packages & re-wrapped each guy separately. My son can ""earn"" a new (surprise) guy each week by good behavior and cheerful helpfulness. He got Chop Chop yesterday, and was thrilled to add an Undead to his team, after a week of only the 3 original Elements. He has 5 more Saturdays worth of guys (assuming he's nice), then he can select/earn add-on guys on his own. I felt that deferring the collection of characters makes it more anticipatory and stretches out the fun!",Pick the right 2 Packs!,1345334400,8,"{'Edition:': ' Wrecking Ball, Stealth Elf, Sonic Boom'}",
5.0,True,"07 22, 2015",AWZMUQT71J0DZ,B0094X2066,Severino Mastracci,Excellent product quality and durability.,Five Stars,1437523200,,{'Color:': ' White'},
5.0,False,"12 1, 2013",A1BT6TL7UCIC5Y,B00D6PTMB4,Quoad Toad,"I am a complete novice to guitar playing. The rest of my family is musically talented, but that talent seemed to skip me.  I decided to give Rocksmith a try.

Rocksmith starts out easy and gets progressively more difficult.  It adapts to your ability.  It starts out with the basics such as how to hold your guitar and pick.  A complete novice like me, can easily learn the simplest tasks with ease.  Rocksmith has a bunch of lessons that teach you the fundamentals.  I'm at the level where I am still struggling with learning how to use frets and cords.  The game slows everything down for me, so that I can master the fundamentals in my own time.

The game can tell when you're playing correctly and when you're having trouble.  I have a tendency to get nervous when another person is watching me learn something, so the fact that this game is able to correct me without a real person watching me is a real plus.

Another plus to Rocksmith is that you can start ""playing"" songs right away.  When you first start out with a song, you only need to play one note.  This allows even novices to start playing real songs from the beginning.  If you play those first notes well, the game will up the difficulty.

Overall, I highly recommend Rocksmith for new guitar players.  It has been allowing me to learn guitar at my own pace, in a stress free environment.  I'm still learning and feel like Rocksmith is on the path to helping me learn to play guitar.",Great way to learn to play the guitar,1385856000,4,{'Format:': ' Video Game'},
5.0,True,"01 23, 2017",A3CTXCGI6KA0TZ,B00000K2R4,Jakob,"If you're a hardcore gamer, the Dreamcast is a must-have. Revolutionary when it first came out, it still holds up great to this day given you can find the right games for it, which I recommend researching for. When reading discs it makes a noisy grinding sound which is an annoyance to some (to me it's charming in a weird way), but if you can look past this minor inconvenience or just wear headphones to block it out, the Dreamcast is otherwise perfect.",An Amazing Piece of History,1485129600,,,
5.0,True,"10 30, 2013",A31NS6USHNL2VQ,B00E9I1FPI,Calvin J. Wiseman,Loved Fallout 3/New Vegas and Elder Scrolls is better than Fallout 3/New Vegas...I'm blown away by the depth of detail they put into the game it is literally amazing...,WOW...amazing game most amazing game I've ever played...,1383091200,,,
5.0,False,"10 28, 2016",AFSO322QHIPYE,B01GW3ODBU,cbf,"Cant adjust the screen border, the text and video are off the screen.  Once there is a patch for this Ill change my rating, until then, this bug is quite annoying.  There is also some screen tearing, multiple simultaneous sounds cause major distortion to the point where all affects are inaudible and the updated graphics load intermittently.

Problems solved, thanks bethesda",this bug is quite annoying.,1477612800,15,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"11 2, 2017",A3FB0CMC836G8D,B00KAED850,Amazon Customer,"Great game hours of play and re-playable with different strategies. It does deserve the M due to language, drugs, situations, and the sheer volume of death and mayhem. We loved the elephants but cried when we had to hunt the snow leopards.",great buy,1509580800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"05 2, 2018",A3GFFNS0TVZRJX,B019OB663A,chae white,This is by far the best mouse I have ever owned. I wasn't sure about the sniper button but in use I can't live without it now. Worth every cent.,Greatest mouse ever.,1525219200,,{'Style:': ' regular'},
5.0,True,"07 8, 2015",A35E559WEC63SU,B00TKLFES8,JP EX+Alpha,Best controller every created for PS4 that is sub $60 and has multidimensional turbo. That's right...dimensions...,Five Stars,1436313600,,,
5.0,True,"05 11, 2016",A1TBH70C1M4YZL,B00004W4QG,Pamela&#039;s Comforting Statement,Gift,Five Stars,1462924800,,,
5.0,True,"02 13, 2013",A2TAQSUR574XXT,B000P297JS,MrSparty,"this is a great game, kept me entertained for countless hours especially becuase I have a flight stick. If you havn't played ace combat you don't know what your missing, closest thing to dogfighting next to a simulator or a real plane haha.",the best game,1360713600,,,
5.0,True,"05 3, 2015",APMCBHIWOONIS,B00MU1YEE0,Kourtney Duffy,Great game,Great game,1430611200,,{'Format:': ' CD-ROM'},
5.0,True,"03 11, 2016",A3VGW93NKUM10M,B015P2GQQY,Michelle Cisneros ,Great product thank you,Five Stars,1457654400,,,
5.0,False,"11 26, 1999",A3NK7ASILKG3TX,B00001NTSO,Simon Lund Larsen,"This is one of the best games Sid Meier has ever made. This game is very much like Civ II, but even better. It's so addictive that you should be prepared to spend hours and hours on playing this game. If you like Civ I  and Civ II, and the other Sid Meier game, this is a must buy!","Every thing Civ II was, and more!",943574400,5,,
5.0,True,"02 27, 2016",A37NTB8IYJ9K67,B018BKB7SO,Dan Fuller,awsome bundle could not be more happy with this buy and the price.,Five Stars,1456531200,3,,
5.0,False,"10 7, 2002",A1YG473OITN2UZ,B00005MIR3,Amazon Customer,"I agree with everyone else that says that some type of protector should come with the GBA games.  That said, these are what you need to get since they don't.  These sleeves are fantastic.  They're small and made out of seemingly well made, rigid plastic.  Pick these up for all of your games to keep them running top notch!",Fantastic Protectors,1033948800,4,,
5.0,True,"08 8, 2011",A2TQQJZKUHYL7Z,B00309U0M6,Andy,"When you pick up this game, turn the lights down, turn on the surround sound, and prepare for a six to seven hour thril ride. It starts right out the door, and doesn't stop until the game ends. Unlike the original Dead Space, you won't be fighting in close quarters (mostly), but the AI has become more creative. There were times when I was wondering if I was playing Dead Space 2, or the video game version of Aliens. Use the flamethrower against a horde of necros to see what I mean. This game does keep the storyline of the first, and expounds upon it. The enemies of the first are in it, a well as some new, abliet disgusting and disconcerting enemies. There are times when you'll want to follow the adage ""When in doubt, empty the magazine"", because some of them will go down, but won't stay that way. In all, an excellent follow up to the original. I hope there's a sequel coming in the next year or two.",An excellent sequel,1312761600,2,{'Format:': ' Video Game'},
5.0,True,"04 20, 2016",A18ECD12UE7U30,B00KWFCV32,Federico Gonzalez,A must-have Wii U Game.,Five Stars,1461110400,,"{'Edition:': ' Game', 'Platform:': ' Nintendo Wii U'}",
5.0,True,"03 3, 2015",A192ZFW3I4FYEV,B001920ELI,Larry Ledford,good and fun,Five Stars,1425340800,,{'Platform:': ' PlayStation2'},
5.0,True,"01 9, 2017",AYRMQ32O2VX0O,B00M3D8IYM,Casey F.,Came in good condition.,Good product,1483920000,,{'Format:': ' Video Game'},
5.0,True,"02 13, 2017",A1X5K5AFPF2LNJ,B01GKF7SOO,kristyrae21,"This is a great game.  Note:  It is not meant for children, but my 7 year old also plays it too.  Don't judge me;)  Basically you are a hacker that has missions.  In the beginning there are set missions you have to do, but eventually it is ""free play"" where you choose your missions..  Do be aware there are weapons, violence, and bad language.  This game plays a lot like Grand Theft Auto, except it has a deeper story line.  This one takes place in San Francisco and the graphics are great.  Do note that if you are connected online that when the game loads for the first time it installs a HUGE update right away, so you won't play for a while if your internet speed is slow.  We have stupid DSL only by me and it took 2 hours to do the update. Anyway, overall the game is super entertaining, fun, and neat to watch even if you aren't the one play.  A+",Great game!,1486944000,,"{'Edition:': ' Deluxe', 'Platform:': ' Xbox One'}",
